position_um,pci_intensity_y_line_incident_i0,pci_intensity_z_line_incident_i0,pci_signal_y_line_minus_plate_background,pci_signal_z_line_minus_plate_background
-45.41015625,0.902481070209,0.898509546221,-1.89297912352e-05,-0.00399045377886
-45.3125,0.902479098965,0.898172196394,-2.09010348762e-05,-0.00432780360611
-45.21484375,0.902477281191,0.897896534549,-2.27188094045e-05,-0.00460346545133
-45.1171875,0.902475622373,0.89768653994,-2.43776274931e-05,-0.00481346005964
-45.01953125,0.902474125788,0.897545263209,-2.5874211832e-05,-0.00495473679122
-44.921875,0.902472792469,0.897474783254,-2.72075307599e-05,-0.0050252167464
-44.82421875,0.9024716212,0.897476177506,-2.8378800028e-05,-0.00502382249418
-44.7265625,0.902470608549,0.897549505977,-2.93914505058e-05,-0.00495049402289
-44.62890625,0.902469748938,0.897693809298,-3.02510621493e-05,-0.00480619070151
-44.53125,0.902469034735,0.89790712079,-3.09652650717e-05,-0.00459287921043
-44.43359375,0.902468456391,0.898186492428,-3.154360906e-05,-0.00431350757189
-44.3359375,0.902468002597,0.898528034419,-3.19974033608e-05,-0.00397196558145
-44.23828125,0.902467660471,0.898926967888,-3.23395290374e-05,-0.00357303211156
-44.140625,0.902467415773,0.899377690074,-3.25842266083e-05,-0.00312230992622
-44.04296875,0.902467253138,0.89987385119,-3.27468620881e-05,-0.00262614880976
-43.9453125,0.902467156325,0.900408442028,-3.28436748843e-05,-0.00209155797199
-43.84765625,0.902467108489,0.900973891155,-3.28915113077e-05,-0.00152610884454
-43.75,0.902467092452,0.901562170473,-3.29075476924e-05,-0.000937829526554
-43.65234375,0.902467090993,0.90216490773,-3.29090073026e-05,-0.000335092270215
-43.5546875,0.902467087125,0.902773504485,-3.29128753259e-05,0.000273504484913
-43.45703125,0.902467064384,0.903379257918,-3.29356163041e-05,0.000879257917819
-43.359375,0.902467007102,0.903973484779,-3.29928983474e-05,0.00147348477861
-43.26171875,0.902466900672,0.904547645733,-3.30993284027e-05,0.00204764573324
-43.1640625,0.902466731797,0.905093468309,-3.32682026958e-05,0.00259346830948
-43.06640625,0.902466488724,0.905603066643,-3.35112762735e-05,0.00310306664338
-42.96875,0.902466161445,0.906069056244,-3.38385553069e-05,0.00356905624388
-42.87109375,0.902465741885,0.906484662041,-3.4258115481e-05,0.003984662041
-42.7734375,0.902465224051,0.906843818061,-3.47759494378e-05,0.00434381806122
-42.67578125,0.902464604154,0.907141257181,-3.53958458047e-05,0.00464125718092
-42.578125,0.902463880698,0.907372589546,-3.6119301879e-05,0.0048725895459
-42.48046875,0.902463054528,0.907534368408,-3.69454715415e-05,0.00503436840801
